map_version,unit_id,tcp,source_sha256,unit_node_path,parent_unit,kind,div_type,div_paths_present,head,n_sp,n_chars_candidate,trailer_text,act_heads,text_first160,text_last160,old_id,old_id_aliases,deep_id,work_key(work_id),witness_key(edition_id),title_deep,author_deep,genre_deep,play_type_deep,year_deep,metadata_repaired,edition_id_corrected,deep_id_corrected,year_corrected,edition_correction_source,edition_record_states,edition_id_effective,deep_id_effective,year_effective,edition_effective_basis,metadata_added_from,tcp_header_date_raw,tcp_source_publication_date_raw,edition_status,match_method,match_score,candidates,identity_status,relation,inclusion_status,witness_role,witness_selection,witness_selection_status,year_effective_raw,reason
unit_map-2026-09-08.v16,A01513.6,A01513,3a7613ab438a03ce3dfaba673a0d04e3ebd93f3080c4cc5f1edb24997330ee94,/*/*[2]/*[2]/*[6],A01513,body_div,poems,commentary;poem;section,Written vppon a reconciliation betwene two freendes,0,202030,Si fortunatus infoelix. || Si fortunatus infoelix. || Si fortunatus infoelix. || Si fortunatus infoelix. || Si fortunatus infoelix. || Si fortunatus infoelix. || Si fortunatus infoelix. || Si fortunatus infoelix. || Si fortunatus infoelix. || Si fortunatus infoelix. || Si fortunatus infoelix. || Si ,,"THe hatefull man that heapeth in his mynde,",If I had dyde betwéene those armes of thine.,,,,,,,,,,,,,,,,,,,,,,1573,[1573],n.a.,none,0,,confirmed_auto,primary,excluded_proposed,,,,,non-dramatic division (structure)
unit_map-2026-09-08.v16,A01513.7,A01513,3a7613ab438a03ce3dfaba673a0d04e3ebd93f3080c4cc5f1edb24997330ee94,/*/*[2]/*[2]/*[7],A01513,body_div,addendum,poem,"This should haue bin placed in the dolorous discourse, before the Supplication to Care in Folio. 430.",0,2421,,,"THese vaunting verses with a many mo,",The which to reade I craue your iust remorse.,,,,,,,,,,,,,,,,,,,,,,1573,[1573],n.a.,none,0,,confirmed_auto,primary,excluded_proposed,,,,,non-dramatic division (structure)
unit_map-2026-09-08.v16,A01513.8,A01513,3a7613ab438a03ce3dfaba673a0d04e3ebd93f3080c4cc5f1edb24997330ee94,/*/*[2]/*[2]/*[8],A01513,body_div,poem,poem,The reporters conclusion vnfinished.,0,3512,FINIS.,,"WHere might I now ind fluddes of flowing teares,","e iudge worthy the Imprinting, but hoping of your curtesie (vt supra) I ceasse wyshing you no lesse profyte than pleasure in readyng and perusyng these tryfles.",,,,,,,,,,,,,,,,,,,,,,1573,[1573],n.a.,none,0,,confirmed_auto,primary,excluded_proposed,,,,,non-dramatic division (structure)
unit_map-2026-09-08.v16,A01514.1.0,A01514,237e372c92eb48a2865de1228b28ffe1a7ac82c2aab0cb731d9bb2d8220c35bf,/*/*[2]/*[2]/*[1]/*[2],A01514.1,residual,residual,envoy;part;poem,The Reporter.,0,132030,"¶ And thus an ende of theſe fiue Theames, admounting to the number of .CCLVIII. verſes, deuiſed ryding by the way, writi || Finis || Finis. || quod Dixit & Dixit.",,"TO make a Louer knowne, by plaine Anatomie,",Vouchſafe (my friend) hir faultes for to peruſe.,,,,,,,,,,,,,,,,,,,,,,1575,[1575],n.a.,manual,0,,confirmed_manual,non_dramatic,excluded_proposed,,,,,"OVERRIDE: Residual of Posies 1575 'Flowers' after the Montague Masque was split off: 43 lyric/occasional poems (Anatomy of a Lover, Lullaby, Deprofundis, Memories, Epitaph on Bourcher, Dan Bartholmew of Bathe, The Reporter...) - heads read 2026-09-08; no spoken/performed text; not a DEEP work."
unit_map-2026-09-08.v16,A01514.1.1,A01514,237e372c92eb48a2865de1228b28ffe1a7ac82c2aab0cb731d9bb2d8220c35bf,/*/*[2]/*[2]/*[1]/*[2]/*,A01514.1,work_div,poem,poem,"¶ A deuiſe of a Marke for the right honorable Viſcount Mountacute, written vpon this occaſion, when the ſayde L. had pre",0,21070,,,WHat wōder you my Lords? why gaze you gentlemen?,"Theſe wordes I learnt amongſt them yet, although I learnt not many",A01514.1,,5007.01,62,110,The Masque for Lord Montacute (The Montague Masque) (Wedding Masque of Venetians),"Gascoigne, George",masque,Occasional;Nonprofessional,1575,False,,,,,,110,5007.01,1575,original DEEP row,,1575,[1575],ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1575,"OVERRIDE: Split (children 35-38 of the 'Flowers' poems div): head 'A deuise of a Maske for the right honorable Viscount Mountacute, written vpon this occasion, when the sayde L. had prepared to solemnize twoo marriages' + the Actor's spoken continuation (36 'the Actor tooke maister Tho. Bro. by the hand ... with these words', 37 'saying thus', 38 'the Actor did make an ende thus') = Montague Masque (DEEP 5007.01, work 62, edition 110, [1575]). ChatGPT located div 35 (346 nodes); Claude added divs 36-38 (30 spoken lines) by function."
unit_map-2026-09-08.v16,A01514.2,A01514,237e372c92eb48a2865de1228b28ffe1a7ac82c2aab0cb731d9bb2d8220c35bf,/*/*[2]/*[2]/*[2]/*[2],,group_text,,envoy;part;poem,Peroratio.,0,65583,"FINIS. || FINIS. || Corected, perfected, and finiſhed.",part:Peroratio.,"TO write of Warre and wote not what it is,","Then farewell bookes, for he will trudge with ſpéede.",,,,,,,,,,,,,,,,,,,,,,1575,[1575],n.a.,manual,0,,confirmed_manual,non_dramatic,excluded_proposed,,,,,"OVERRIDE: Posies 1575 'Peroratio' section = poems (Dulce bellum inexpertis etc.), no dramatic text"
unit_map-2026-09-08.v16,A01514.3,A01514,237e372c92eb48a2865de1228b28ffe1a7ac82c2aab0cb731d9bb2d8220c35bf,/*/*[2]/*[2]/*[3]/*[2],,group_text,,scene,Suppoſes.,675,90929,Finis Actus. 1. || Finis Actus. 2. || Finis Actus. 3. || Finis Actus. 4. || FINIS.,act:Actus primus. | scene:Scena. 1. | scene:Scena. 2. | scene:Scena. iij.,"HEre is no body, come foorth Polyneſta, let vs looke about, to be ſure leaſt any man heare our talke: for I thinke within the houſe the tables, the plankes, the","e. Nobles and gentlemen, if you ſuppoſe that our ſuppoſes haue giuen you ſufficient cauſe of delighte, ſhewe ſome token, whereby we may ſuppoſe you are content.",A01514.2,,5007.02,60,104,Supposes,"Gascoigne, GeorgeAriosto, Ludovico",comedy,Translation;Nonprofessional;University/Inns of Court,1575,False,,,,,,104,5007.02,1575,original DEEP row,,1575,[1575],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1575,
unit_map-2026-09-08.v16,A01514.4,A01514,237e372c92eb48a2865de1228b28ffe1a7ac82c2aab0cb731d9bb2d8220c35bf,/*/*[2]/*[2]/*[4]/*[2],,group_text,,act;epilogue;note;poem;scene;stage_directions,The firſt Acte.,475,186920,Finis Actus primi. || Finis Actus ſecundi. || Finis Actus tertij. || Finis Actus. 4. || Finis Actus quarti. || Finis Actus quinti. || Finis Epilogi.,act:The firſt Acte. | scene:The firſt Scene. | act:Actus. 2. | scene:Scena. 1.,"O Faithfull ſeruaunt of mine auncient ſire,",I truſt my Lorde will take it well in woorth.,A01514.3,,5007.03,61,107,Jocasta,"Gascoigne, GeorgeKinwelmershe, FrancisYelverton, ChristopherEuripidesDolce, Lodovico",tragedy,Translation;Nonprofessional;University/Inns of Court,1575,False,,,,,,107,5007.03,1575,original DEEP row,,1575,[1575],ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1575,"OVERRIDE: Posies 1575: group text 'The first Acte' with 5 acts, 475 sp, trailer 'Finis Epilogi' = Jocasta (DEEP 5007.03); Supposes is A01514.3"
unit_map-2026-09-08.v16,A01514.5,A01514,237e372c92eb48a2865de1228b28ffe1a7ac82c2aab0cb731d9bb2d8220c35bf,/*/*[2]/*[2]/*[5]/*[2],,group_text,,epilogue;fable;instructions;poem,"¶ The fruite of Fetters: vvith the complaint of the greene Knight, and his Farewell to Fanſie.",0,219234,FINIS. || More youres than his owne. F. I. || F. I. || Colei: in engliſh: SHE. || HE. F.I. || Till then and euer. HE. F.I. || Euen HE F.I. || F. I. || F. I. || F. I. || F. I. || F. I. || Ferdinando Ieronimy. || Ferdinando. Ieronimy. || Ferdinando. Ieronimy. || Ferdinando. Ieronimy. || Ferdinando Ier,epilogue:Epilogiſmus.,"GReat be the gréefes which bruze the boldeſt breſts,","ditions, were it not that I doubt mine owne ignoraunce, but as I ſayde before, I know that I write to my fréede, and affying my ſelfe therevpon, I make an ende.",,,,,,,,,,,,,,,,,,,,,,1575,[1575],n.a.,manual,0,,confirmed_manual,non_dramatic,excluded_proposed,,,,,"OVERRIDE: Posies 1575 'The fruite of Fetters' + Adventures of Master F.I. = poems/prose fiction, not drama"
unit_map-2026-09-08.v16,A01773,A01773,5137f8aff84ffc84a77523530b30e7b61a94fb5350e0b7ce42536cd7e282893b,/*/*[2]/*[2],,single,,act_and_scene,The Hollander.,673,106654,Explicit Actus primus. || Explicit Actus secund • s. || Explicit Actus tertius. || Explicit Actus quartus. || FINIS.,,HOw doe these new Guests like us?,"Though cros'd before, are acted well indeed.",A01773,,980,594,1148,The Hollander (Love's Trial),"Glapthorne, Henry",comedy,Boys Professional;Professional,1640,False,,,,,,1148,980,1640,original DEEP row,,1640,1640.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1640,
unit_map-2026-09-08.v16,A01775,A01775,45daa2e9bacb3f6be32ece2ecb22b3a79624fd8612d7330326d54d4fe4d3241d,/*/*[2]/*[2],,single,,act;act_and_scene;epilogue,The Ladies Priviledge.,346,82756,The end of the fourth Act. || FINIS.,act:Actus Secundus. | act:Actus Tertius. | act:Actus Quartus. | act:Actus Quintus.,IS the newes certayne he is arriv'd?,"Devoted to you, if your Votes be kind.",A01775,,976,590,1144,The Ladies' Privilege (The Lady's Privilege),"Glapthorne, Henry",not in BritDrama,Boys Professional;Professional,1640,False,,,,,,1144,976,1640,original DEEP row,,1640,1640.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1640,
unit_map-2026-09-08.v16,A01777,A01777,8cb9b16d61146809870a8c299ed8df7549659b2fa23e76523f09209ec414d249,/*/*[2]/*[2],,single,,scene,Actus primus:,231,58713,Explicit Actus primus. || Explicit Actus quartus. || FINIS.,"act:Actus primus: | scene:Scena prima. | scene:Scena tertia, Albertus, Newman. | act:Actus secundus:",THe rumour still continues.,"Stead of a Crowne, meet his owne Funerall.",A01777,,933,564,1113,Albertus Wallenstein,"Glapthorne, Henry",not in BritDrama,Adult Professional;Professional,1639,False,,,,,,1113,933,1639,original DEEP row,,1639,1639.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1639,
unit_map-2026-09-08.v16,A01779,A01779,08b7772759b5fe6b3567304cb4713586be45b116593445c32c5817e2c21e7fe5,/*/*[2]/*[2],,single,,act;song,VVit in a Constable.,510,81015,Explicit Actus primus. || Explicit Actus Secundus. || Explicit Actus terpius. || Explicit Actus Quartus. || FINIS.,"act:Actus primus, Scena prima. | act:Actus secundus. Scena prima. | act:Actus Tertius, Scena prima. | act:Actus Quartus, Scena prima.",DID you ere we departed from the Colledge,We should confesse this Constable had wit.,A01779,,977,591,1145,Wit in a Constable,"Glapthorne, Henry",not in BritDrama,Boys Professional;Professional,1640,False,,,,,,1145,977,1640,original DEEP row,,1640,1640.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1640,
unit_map-2026-09-08.v16,A01836,A01836,83654a1299c2c11f46f9d1d61e2673f6387c3c3987d6aeb77cde91402edd4291,/*/*[2]/*[2],,single,,scene;song,"THE COVRAGIOVS TVRKF, OR, AMVRATH the first.",228,77116,FINIS.,"act:Actus, I. | scene:Scaena, I. | scene:Actus, Primi, Scaena, 2. | scene:Scaena, 3. Actus Primi.","BE dumb those now harsh notes, our",Their lives to light up others: So al end.,A01836,,787,458,975,"The Courageous Turk, or Amurath the First","Goffe, Thomas",tragedy,University/Inns of Court;Nonprofessional,1632,False,,,,,,975,787,1632,original DEEP row,,1632,1632.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1632,
unit_map-2026-09-08.v16,A01839,A01839,81acbfbdd111787c02eaa1a307c72e19210953dcd34f9586a5899d262ddba859,/*/*[2]/*[2],,single,,scene,"THE RAGING TVRKE, Or the Tragedie of BAIAZET, the second of that name.",655,139216,FINIS.,"act:Actus Primi, | scene:Scena Prima. | scene:Actus Primi, Scena Secunda. | scene:Actus Primi, Scena Tertia,","LEt the world feele thee, and those Demigods,","Which with a Plangity, no Plaudity shall end.",A01839,,775,447,961,"The Raging Turk, or Bajazet the Second","Goffe, Thomas",tragedy,University/Inns of Court;Nonprofessional,1631,False,,,,,,961,775,1631,original DEEP row,,1631,1631.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1631,
unit_map-2026-09-08.v16,A01840,A01840,0bf0393fc572c1d42005a0929950969630ac31bb4e7f0c45a0214a2f824435fc,/*/*[2]/*[2],,single,,scene,The names of the Actors.,421,97818,THE END.,act:The Tragedie of ORESTES. | scene:Scaena prima. | scene:SCEN. II. | scene:SCEN. III.,"NOw a faire blessing blesse my dearest earth,",Your gentle hands to bring them to their graue.,A01840,,822,485,1008,Orestes,"Goffe, Thomas",tragedy,University/Inns of Court;Nonprofessional,1633,False,,,,,,1008,822,1633,original DEEP row,,1633,1633.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1633,
unit_map-2026-09-08.v16,A01848,A01848,f6567ebd7ace4748b31176e2a364428aa3084090d8567c60c70dd8b489b75dd4,/*/*[2]/*[2],,single,,conclusion;part,The seconde dayes sport.,0,43271,Thine to command in all courteous manner. HENRIE GOLDVVIL.,part:The seconde dayes sport.,"TO beginne particularly to wright of these attempts, and briefly to runne ouer ache suerall action, the cause of the same is firste to be considered. After the ","ing thee to thinke no worse of my work, then I thought the laber litle in working, crauing but Pna verba for my well meaning. I giue thee the friendly Farewell.",A01848,,108,77,130,The Entertainment of the French Ambassadors (The Fortress of Perfect Beauty) (Tilt of the Foster-Children of Desire),"Goldwell, Henry",tilt,Occasional;Nonprofessional,1581,False,,,,,,130,108,1581,original DEEP row,,1581,[1581],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1581,
unit_map-2026-09-08.v16,A01851.1,A01851,d26cae9e436747c5acd80510c909ef58bce5cd67f403f25fac68502ca734f3a6,/*/*[2]/*/*[1]/*[2],,group_text,,poem,An Elegy upon the death of Mris. ANNE KING.,0,17606,,,"I Dare not say that Death in heav'n hath powre,",Seal'd up to Aeternity.,A01851.1,,5100.01,418,912,"Lodovic Sforza, Duke of Milan","Gomersall, Robert",tragedy,Closet/Unacted;Nonprofessional,1633,False,,,,,,912,5100.01,1633,original DEEP row,,1633,M DCXXXIII. [1633],ok,manual,1.0,,confirmed_manual,appendix,excluded_proposed,,,,1633,"OVERRIDE: 'An Elegy upon the death of Mris. Anne King' - poem bound with the play, not drama"
unit_map-2026-09-08.v16,A01851.2,A01851,d26cae9e436747c5acd80510c909ef58bce5cd67f403f25fac68502ca734f3a6,/*/*[2]/*/*[2]/*[2],,group_text,,epilogue;poem;prologue;scene,The Prologue.,268,85130,Triulcio. || FINIS.,prologue:The Prologue. | act:Actus primi | scene:Scena prima. | scene:Scena secunda.,CAn horror have an auditory? can,An universall Monarchy.,A01851.1,,5100.01,418,912,"Lodovic Sforza, Duke of Milan","Gomersall, Robert",tragedy,Closet/Unacted;Nonprofessional,1633,False,,,,,,912,5100.01,1633,original DEEP row,,1633,M DCXXXIII. [1633],ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1633,"OVERRIDE: Gomersall 1633: group text with 'The Prologue', Actus primi, 268 sp = the tragedy Lodovick Sforza (DEEP 5100.01)"
unit_map-2026-09-08.v16,A01851.3,A01851,d26cae9e436747c5acd80510c909ef58bce5cd67f403f25fac68502ca734f3a6,/*/*[2]/*/*[3]/*[2],,group_text,,canto;epitaph;poem;to_the_reader,THE LEVITES REVENGE.,0,128217,FINIS. || FINIS. || R. GOMERSALL. || FINIS.,,"The Levites Love, her flight, his stay","Whose life took order, that thou shouldst shed none.",A01851.1,,5100.01,418,912,"Lodovic Sforza, Duke of Milan","Gomersall, Robert",tragedy,Closet/Unacted;Nonprofessional,1633,False,,,,,,912,5100.01,1633,original DEEP row,,1633,M DCXXXIII. [1633],ok,manual,1.0,,confirmed_manual,appendix,excluded_proposed,,,,1633,"OVERRIDE: 'The Levites Revenge' - narrative poem bound with the play (0 sp), not drama"
unit_map-2026-09-08.v16,A01853,A01853,ac5681ba19763fe920947b04ea1a479e7ba46b3abc1c903b132a40a1663caee3,/*/*[2]/*[2],,single,,epilogue;letter;prologue_to_drama;scene;song,The names of the Actors.,263,82835,,act:Actus primi | scene:Scena prima. | scene:Scena ſecunda. | scene:Scena tertia.,CAn horror haue an auditory? can,"Not from your Hand ſo much, as from your eye.",A01853,,732,418,911,"Lodovic Sforza, Duke of Milan","Gomersall, Robert",tragedy,Closet/Unacted;Nonprofessional,1628,False,,,,,,911,732,1628,original DEEP row,,1628,in the yeare M DC XXVIII. [1628],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1628,
unit_map-2026-09-08.v16,A01911,A01911,1c99aab67940fb5bcdcae44d7ec10aa29ae187bec0b7b5a936db856279a1de62,/*/*[2]/*[2],,single,,act;scene,"SIR GYLES GOOSECAPPE, KNIGHT.",915,106139,Finis. Actus Primis || Finis Actus Quarti. || FINIS.,"act:ACTVS PRIMVS, | scene:SCAeNA PRIMA | scene:SCAeNA TERTIA. | scene:SCAeNA QVARTA.","THis is the Countesse Eugenias house I thinke, I can neuer hit of theis same English Cittie howses, tho I were borne here: if I were in Citty in Fraunce, I coul",giue cortship the prize.,A01911,,421,228,538,Sir Giles Goosecap,"Chapman, George",comedy,Boys Professional;Professional,1606,False,,,,,,538,421,1606,original DEEP row,,1606,1606.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1606,
unit_map-2026-09-08.v16,A01989,A01989,aeb76d65ca19cda82ba09b2f7b62480d2ed7f6b29192b631a6ab0c63f8477f24,/*/*[2]/*[2],,single,,dramatis_personae;scene;song;verse_prologue,"THE STRANGE DISCOVERY, A Trage-Comedie.",633,115983,Finis actus primi. || Finis actus ſecundi. || Finis Actus tertii. || FINIS.,"scene:Actus primi Scena prima. | scene:Actus primi Scena ſecunda. | scene:Actus primi, Scena tertia. | scene:Actus primi, Scena quarta.","HOw's this, The ſtrange diſcovery, may ſome ſay,",In time to come ere it be long white Miters ſhould obtaine.,A01989,,967,584,1137,The Strange Discovery,"Gough, J.",romance,Closet/Unacted;Nonprofessional,1640,False,,,,,,1137,967,1640,original DEEP row,,1640,1640.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1640,
unit_map-2026-09-08.v16,A02070,A02070,cc96a88a0f4605bebcd2f41a7331dd10cdc34bd88c1a4a55e5e65a7083ce60dc,/*/*[2]/*[2],,single,,play,"A pleasant conceyted Comedie of George a Greene, the Pinner of Wakefield.",348,40577,FINIS.,,"WElcome to Bradford, martiall gentlemen,","Say, English Edward vaild his staffe to you.",A02070,,277,158,359,"George a Green, the Pinner of Wakefield","Greene, Robert",romance,Adult Professional;Professional,1599,False,,,,,,359,277,1599,original DEEP row,,1599,1599.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1599,
unit_map-2026-09-08.v16,A02091,A02091,e385d506abeb76bb84fc38b9be7670887b43236653a437f10e4f166a23eb687a,/*/*[2]/*[2],,single,,act,"The Comicall Historie of Alphonsus, King of Arragon.",171,58063,FINIS.,act:Act. I. | act:Act. 3. | act:Act. 3.,POets are scarce when Goddesses themselues,Then make you haste her mind for to fulfill.,A02091,,275,156,357,"Alphonsus, King of Aragon","Greene, Robert",romance,Adult Professional;Professional,1599,False,,,,,,357,275,1599,original DEEP row,,1599,1599.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1599,
unit_map-2026-09-08.v16,A02125,A02125,6b05c56b8cd665ff18da51a0d889fc512a21bd6fe254992a1bfcadd35e56bc37,/*/*[2]/*[2],,single,,play,THE HISTORIE OF Orlando Furioso One of the twelue Pieres of France.,356,58021,FINIS.,,VIctorious Princes summond to appeare,And cherely frolicke with great Charlemaine.,A02125,,189,123,236,Orlando Furioso,"Greene, Robert",romance,Adult Professional;Professional,1594,False,,,,,,236,189,1594,original DEEP row,,1594,1594.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1594,
unit_map-2026-09-08.v16,A02127,A02127,66568c6f72a2b81f225b953d0a5c0e36a398c7af9c92c4f64e4f96d5bbd4b6b4,/*/*[2]/*[2],,single,,play,THE HONOVRABLE Hiſtorie of Frier Bacon.,545,83868,"Not thine nor his owne, Ed • ard L •• i • . || Finis Frier Bacon,",,"WHY lookes my lord like to a troubled skie,",Thus glories England ouer all the weſt.,A02127,,185,121,232,Friar Bacon and Friar Bongay,"Greene, Robert",comedy,Adult Professional;Professional,1594,False,,,,,,232,185,1594,original DEEP row,,1594,1594.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1594,
unit_map-2026-09-08.v16,A02128,A02128,d4bee4e982764850406ba222edd1deea1a8257be1cf6982fe25b783deb458c51,/*/*[2]/*[2],,single,,play,THE HONORABLE HISTORY OF FRYER BACON.,559,87121,FINIS.,,"VVHY lookes my Lord like to a troubled skie,",Thus glories England ouer all the Weſt.,A02128,,186,121,233,Friar Bacon and Friar Bongay,"Greene, Robert",comedy,Adult Professional;Professional,1630,False,,,,,,233,186,1630,original DEEP row,,1630,1630.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1630,
unit_map-2026-09-08.v16,A02168,A02168,f0afc37d4207473ae017dc99f5cd06f4d8a1cfccec5a1f2d0ed43321e127c169,/*/*[2]/*[2],,single,,act;chorus;play,"THE SCOTTISH Hystorie of Iames the fourth, slaine at Flodden.",701,103516,FINIS.,act:Laus Deo detur in Eternum. Enter the Kin | act:Actus Secundus. Schena Prima. | chorus:Enter Bohan with Obiron. 3. Act. | act:Chorus Actus 3. Schena Prima.,"AY say, whats thou?",Men learne at last to know their good estate.,A02168,,255,149,314,The Scottish History of James the Fourth,"Greene, Robert",romance,Adult Professional;Professional,1598,False,,,,,,314,255,1598,original DEEP row,,1598,1598.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1598,
